型号,口径,价格,物料代码,分类,必要说明,库存状态,参考编号,英文描述,材质,规格,数量,TIS项目,来源文件,文档名,表格标题,表格序号
Cage&seat& stem&Plug For 85 71 P0390,"6""","42,307",4140000275,调节阀,,,,,,,,,调节阀/2024-03-29 100025.md,2024-03-29 100025,Plug and seat (阀芯阀座),4
Cage&seat& stem&Plug For 85 71 1RV0240,"6""","45,695",4140000276,调节阀,,,,,,,,,调节阀/2024-03-29 100025.md,2024-03-29 100025,Plug and seat (阀芯阀座),4
Cage&seat& stem&Plug For 85 71 2R0186,"6""","59,804",4140000278,调节阀,,,,,,,,,调节阀/2024-03-29 100025.md,2024-03-29 100025,Plug and seat (阀芯阀座),4
Cage&seat& stem&Plug For 85 51 P0550,"8""","47,090",4140000279,调节阀,,,,,,,,,调节阀/2024-03-29 100025.md,2024-03-29 100025,Plug and seat (阀芯阀座),4
Cage&seat& stem&Plug For 85 51 2R0242,"8""","66,570",4140000282,调节阀,,,,,,,,,调节阀/2024-03-29 100025.md,2024-03-29 100025,Plug and seat (阀芯阀座),4
Cage&seat& stem&Plug For 85 71 P0550,"8""","52,996",4140000280,调节阀,,,,,,,,,调节阀/2024-03-29 100025.md,2024-03-29 100025,Plug and seat (阀芯阀座),4
Cage&seat& stem&Plug For 85 71 1R0490,"8""","57,234",4140000281,调节阀,,,,,,,,,调节阀/2024-03-29 100025.md,2024-03-29 100025,Plug and seat (阀芯阀座),4
Cage&seat& stem&Plug For 85 71 2R0242,"8""","74,931",4140000283,调节阀,,,,,,,,,调节阀/2024-03-29 100025.md,2024-03-29 100025,Plug and seat (阀芯阀座),4
Cage&seat& stem&Plug For 85 71 1R0190,"4""","31,418",4140000284,调节阀,,,,,,,,,调节阀/2024-03-29 100025.md,2024-03-29 100025,Plug and seat (阀芯阀座),4
Cage&seat& stem&Plug For 85 71 2R0110,"4""","41,111",4140000285,调节阀,,,,,,,,,调节阀/2024-03-29 100025.md,2024-03-29 100025,Plug and seat (阀芯阀座),4
Diaphragm for DC09,,"2,581",4140000217,调节阀,,,,,,,,,调节阀/2024-03-29 100025.md,2024-03-29 100025,Spare part for actuator (执行机构备件),5
Diaphragm for DC10,,"3,986",4140000218,调节阀,,,,,,,,,调节阀/2024-03-29 100025.md,2024-03-29 100025,Spare part for actuator (执行机构备件),5
Sealing Set for DC09,,967,4140000222,调节阀,,,,,,,,,调节阀/2024-03-29 100025.md,2024-03-29 100025,Spare part for actuator (执行机构备件),5
Sealing Set for DC10,,"1,007",4140000223,调节阀,,,,,,,,,调节阀/2024-03-29 100025.md,2024-03-29 100025,Spare part for actuator (执行机构备件),5
Sealing Set for PP005,,"1,427",4140000286,调节阀,,,,,,,,,调节阀/2024-03-29 100025.md,2024-03-29 100025,Spare part for actuator (执行机构备件),5
"EL4611 220VAc, 4-20mA I/O, Display",,"9,634",41K1011,调节阀,,Y,,,,,,,调节阀/AEL3和EL4600.md,AEL3和EL4600,EL4600 Electric actuators,1
"EL4613 24VAc, 4-20mA I/O, Display",,"9,634",41K1015,调节阀,,Y,,,,,,,调节阀/AEL3和EL4600.md,AEL3和EL4600,EL4600 Electric actuators,1
EL4911 Adaptor,,806,41K1118,调节阀,,Y,,,,,,,调节阀/AEL3和EL4600.md,AEL3和EL4600,EL4600 Electric actuators,1
AEL3E+Extension Kit (130~180 ℃),,"10,665",3583191 +3583196,调节阀,,Y,,,,,,,调节阀/AEL3和EL4600.md,AEL3和EL4600,AEL3 Electric actuators,2
AEL3 230V AC Power Module,,997,3583192,调节阀,,Y,,,,,,,调节阀/AEL3和EL4600.md,AEL3和EL4600,AEL3 Electric actuators,2
AEL3 Anxiliary Switch,,"1,100",3583194,调节阀,,Y,,,,,,,调节阀/AEL3和EL4600.md,AEL3和EL4600,AEL3 Electric actuators,2
AEL51211JXA 230 Vac,,"11,304",3581464,调节阀,,Y,,,,,,,调节阀/AEL5.md,AEL5,AEL5 Series Electric actuators,1
AEL52211JXA 230 Vac,,"14,111",3581061,调节阀,,Y,,,,,,,调节阀/AEL5.md,AEL5,AEL5 Series Electric actuators,1
AEL53211JXA 230 Vac,,"16,050",3581161,调节阀,,Y,,,,,,,调节阀/AEL5.md,AEL5,AEL5 Series Electric actuators,1
AEL54211JXA 230 Vac,,"19,265",3581263,调节阀,,Y,,,,,,,调节阀/AEL5.md,AEL5,AEL5 Series Electric actuators,1
AEL55311JXA 230 Vac,,"25,358",3581364,调节阀,,N,,,,,,,调节阀/AEL5.md,AEL5,AEL5 Series Electric actuators,1
AEL56411JXA 230 Vac,,"41,783",3581560,调节阀,,Y,,,,,,,调节阀/AEL5.md,AEL5,AEL5 Series Electric actuators,1
AEL5961 Positioner card,,"5,350",3580672,调节阀,,Y,,,,,,,调节阀/AEL5.md,AEL5,AEL5 Series Electric actuators,1
EL5945 Adaptor,,"6,678",3581598,调节阀,,N,,,,,,,调节阀/AEL5.md,AEL5,AEL5 Series Electric actuators,1
EL5946 Adaptor,,"6,678",3581599,调节阀,,N,,,,,,,调节阀/AEL5.md,AEL5,AEL5 Series Electric actuators,1
EL5955 Adaptor,,"8,052",3581593,调节阀,,Y,,,,,,,调节阀/AEL5.md,AEL5,AEL5 Series Electric actuators,1
EL5970 Flange,,251,3580080,调节阀,,Y,,,,,,,调节阀/AEL5.md,AEL5,AEL5 Series Electric actuators,1
EL5971 Flange,,238,3580081,调节阀,,Y,,,,,,,调节阀/AEL5.md,AEL5,AEL5 Series Electric actuators,1
EL5972 Flange,,"1,995",3581580,调节阀,,N,,,,,,,调节阀/AEL5.md,AEL5,AEL5 Series Electric actuators,1
EL5974 Flange,,"1,655",3581527,调节阀,,Y,,,,,,,调节阀/AEL5.md,AEL5,AEL5 Series Electric actuators,1
SPINDLE NUT (PLASTIC) FOR AEL51x,,"3,314",3581080,调节阀,,,,,,,,,调节阀/AEL5.md,AEL5,Spare Part,2
SPINDLE NUT (PLASTIC) FOR AEL52x/AEL62x,,"3,314",3581081,调节阀,,,,,,,,,调节阀/AEL5.md,AEL5,Spare Part,2
SPINDLE NUT (PLASTIC) FOR AEL53x/AEL63x,,"3,314",3581180,调节阀,,,,,,,,,调节阀/AEL5.md,AEL5,Spare Part,2
SPINDLE NUT (BRASS) FOR AEL54x/AEL64x,,"4,348",3581280,调节阀,,,,,,,,,调节阀/AEL5.md,AEL5,Spare Part,2
SPINDLE NUT (BRASS) FOR AEL55x/AEL65x,,"4,125",3581385,调节阀,,,,,,,,,调节阀/AEL5.md,AEL5,Spare Part,2
SPINDLE NUT (BRASS) FOR AEL56x/AEL66x,,"7,154",3581582,调节阀,,,,,,,,,调节阀/AEL5.md,AEL5,Spare Part,2
AEL71111PXA 1kN 0.2mm/s,,"17,200",3582753,调节阀,,Y,,,,,,,调节阀/AEL7.md,AEL7,AEL7 Series Electric actuators (230VAC 4-20mA),1
AEL72211PXA 2kN 0.4mm/s,,"20,195",3582757,调节阀,,Y,,,,,,,调节阀/AEL7.md,AEL7,AEL7 Series Electric actuators (230VAC 4-20mA),1
AEL73211PXA 4kN 0.4mm/s,,"23,516",3582760,调节阀,,Y,,,,,,,调节阀/AEL7.md,AEL7,AEL7 Series Electric actuators (230VAC 4-20mA),1
AEL74211PXA 6kN 0.6mm/s,,"28,593",3582763,调节阀,,Y,,,,,,,调节阀/AEL7.md,AEL7,AEL7 Series Electric actuators (230VAC 4-20mA),1
AEL75311PXA 8kN 0.7mm/s,,"30,779",3582766,调节阀,,N,,,,,,,调节阀/AEL7.md,AEL7,AEL7 Series Electric actuators (230VAC 4-20mA),1
AEL76311PXA 12kN 0.4mm/s,,"42,327",3582770,调节阀,,Y,,,,,,,调节阀/AEL7.md,AEL7,AEL7 Series Electric actuators (230VAC 4-20mA),1
AEL77311PXA 15kN 0.4mm/s,,"44,513",3582774,调节阀,,Y,,,,,,,调节阀/AEL7.md,AEL7,AEL7 Series Electric actuators (230VAC 4-20mA),1
AEL78421PXA 20kN 0.8mm/s,,"71,873",3582788,调节阀,,Y,,,,,,,调节阀/AEL7.md,AEL7,AEL7 Series Electric actuators (230VAC 4-20mA),1
AEL7Y6 Mounting Kit For HITER 85,"6""&8""","7,179",3582976,调节阀,,Y,,,,,,,调节阀/AEL7.md,AEL7,AEL7 Series Electric actuators (230VAC 4-20mA),1
AEL71111JXA VMD 1kN 0.4mm/s,,"11,851",3582974,调节阀,,Y,,,,,,,调节阀/AEL7.md,AEL7,AEL7 Series Electric actuators (230VAC VMD),2
AEL72211JXA VMD 230VAC +2WE 2kN 0.4mm/s,,"14,846",3582942,调节阀,,Y,,,,,,,调节阀/AEL7.md,AEL7,AEL7 Series Electric actuators (230VAC VMD),2
AEL73211JXA VMD 230VAC +2WE 4kN 0.4mm/s,,"18,167",3582975,调节阀,,Y,,,,,,,调节阀/AEL7.md,AEL7,AEL7 Series Electric actuators (230VAC VMD),2
AEL74211JXA VMD 6kN 0.6mm/s,,"23,244",3582947,调节阀,,Y,,,,,,,调节阀/AEL7.md,AEL7,AEL7 Series Electric actuators (230VAC VMD),2
AEL75311JXA VMD 8kN 0.7mm/s,,"25,430",3582952,调节阀,,N,,,,,,,调节阀/AEL7.md,AEL7,AEL7 Series Electric actuators (230VAC VMD),2
AEL76311JXA VMD 12kN 0.4mm/s,,"36,978",3582964,调节阀,,Y,,,,,,,调节阀/AEL7.md,AEL7,AEL7 Series Electric actuators (230VAC VMD),2
AEL77311JXA VMD 15kN 0.4mm/s,,"39,164",3582973,调节阀,,N,,,,,,,调节阀/AEL7.md,AEL7,AEL7 Series Electric actuators (230VAC VMD),2
AEL78421JXA VMD 20kN 0.8mm/s,,"66,524",3582968,调节阀,,Y,,,,,,,调节阀/AEL7.md,AEL7,AEL7 Series Electric actuators (230VAC VMD),2
EP6 Positioner For Side mounting + FR20A,DN15-DN100,"8,849",3440252+3440214+540000001,调节阀,"備註 (Notes):, Body and cover: Die cast aluminium with anti-corrosion..., Technical documentation sheet: TI-P703-01",Y,,,,,,,调节阀/EP6.md,EP6,EP6 定位器及配件價格表 (EP6 Positioner Price List),1
EP6 Positioner For Center mounting + FR20A,DN15-DN100,"8,849",3440252+3440206+540000001,调节阀,"備註 (Notes):, Body and cover: Die cast aluminium with anti-corrosion..., Technical documentation sheet: TI-P703-01",Y,,,,,,,调节阀/EP6.md,EP6,EP6 定位器及配件價格表 (EP6 Positioner Price List),1
EP6 Exd IIBT5 For Side Mounting + FR20A,DN15-DN100,"14,743",3440254+3440214+540000001,调节阀,"備註 (Notes):, Body and cover: Die cast aluminium with anti-corrosion..., Technical documentation sheet: TI-P703-01",Y,,,,,,,调节阀/EP6.md,EP6,EP6 定位器及配件價格表 (EP6 Positioner Price List),1
EP6 Exd IIBT5 For Center Mounting + FR20A,DN15-DN100,"14,743",3440254+3440206+540000001,调节阀,"備註 (Notes):, Body and cover: Die cast aluminium with anti-corrosion..., Technical documentation sheet: TI-P703-01",Y,,,,,,,调节阀/EP6.md,EP6,EP6 定位器及配件價格表 (EP6 Positioner Price List),1
Hiter 85 51 6 PN40 Cv390 DC010I-4N+ SP7 Pro + FR20A,,"151,638",14140001+3440501+3440597+3440001+3440002*2+540000001,调节阀,"備註 (Notes):, Also availabe with carbon stell and stainless steel body, Note:, 1) Maximum differential pressures for Class IV shut off, 2) List Price and Stock only for PTFE seal (DN15-DN100), Graphite seal (DN150-DN200)",Y,,,,,,,调节阀/Hirer.md,Hirer,Hiter PN25/PN40 (Metal Seat) 價格與庫存表,1
Hiter 85 71 6 PN40 Cv390 DC010I-4N+ SP7 Pro + FR20A,,"172,056",14140002+3440501+3440597+3440001+3440002*2+540000001,调节阀,"備註 (Notes):, Also availabe with carbon stell and stainless steel body, Note:, 1) Maximum differential pressures for Class IV shut off, 2) List Price and Stock only for PTFE seal (DN15-DN100), Graphite seal (DN150-DN200)",Y,,,,,,,调节阀/Hirer.md,Hirer,Hiter PN25/PN40 (Metal Seat) 價格與庫存表,1
Hiter 85 51 8 PN40 Cv550 DC010I-4N+ SP7 Pro + FR20A,,"189,802",14140003+3440501+3440597+3440001+3440002*2+540000001,调节阀,"備註 (Notes):, Also availabe with carbon stell and stainless steel body, Note:, 1) Maximum differential pressures for Class IV shut off, 2) List Price and Stock only for PTFE seal (DN15-DN100), Graphite seal (DN150-DN200)",Y,,,,,,,调节阀/Hirer.md,Hirer,Hiter PN25/PN40 (Metal Seat) 價格與庫存表,1
Hiter 85 71 8 PN40 Cv550 PP005I-RN+ SP7 Pro + FR20A,,"211,679",14140004+3440501+3440597+3440001+3440002*2+540000001,调节阀,"備註 (Notes):, Also availabe with carbon stell and stainless steel body, Note:, 1) Maximum differential pressures for Class IV shut off, 2) List Price and Stock only for PTFE seal (DN15-DN100), Graphite seal (DN150-DN200)",Y,,,,,,,调节阀/Hirer.md,Hirer,Hiter PN25/PN40 (Metal Seat) 價格與庫存表,1
Hiter 85 51 8 PN25 Cv550 DC010I-4N+ SP7 Pro + FR20A,,"189,802",14140005+3440501+3440597+3440001+3440002*2+540000001,调节阀,"備註 (Notes):, Also availabe with carbon stell and stainless steel body, Note:, 1) Maximum differential pressures for Class IV shut off, 2) List Price and Stock only for PTFE seal (DN15-DN100), Graphite seal (DN150-DN200)",Y,,,,,,,调节阀/Hirer.md,Hirer,Hiter PN25/PN40 (Metal Seat) 價格與庫存表,1
KE71 Kvs 4.0 BSP,"1/2""","3,086",3740052,调节阀,,N,,,,,,,调节阀/KE71_KE73_PN16.md,KE71_KE73_PN16,KE71 and KE73 PN16,1
KE71 Kvs 6.3 BSP,"3/4""","3,173",3741052,调节阀,,N,,,,,,,调节阀/KE71_KE73_PN16.md,KE71_KE73_PN16,KE71 and KE73 PN16,1
KE71 Kvs 10 BSP,"1""","4,033",3742052,调节阀,,N,,,,,,,调节阀/KE71_KE73_PN16.md,KE71_KE73_PN16,KE71 and KE73 PN16,1
KE71 Kvs 16 BSP,"1 1/4""","4,258",3743052,调节阀,,N,,,,,,,调节阀/KE71_KE73_PN16.md,KE71_KE73_PN16,KE71 and KE73 PN16,1
KE71 Kvs 25 BSP,"1 1/2""","4,553",3744052,调节阀,,N,,,,,,,调节阀/KE71_KE73_PN16.md,KE71_KE73_PN16,KE71 and KE73 PN16,1
KE71 Kvs 36 BSP,"2""","4,910",3745052,调节阀,,N,,,,,,,调节阀/KE71_KE73_PN16.md,KE71_KE73_PN16,KE71 and KE73 PN16,1
KE73 Kvs 4.0 PN16,DN15,"4,480",3740067,调节阀,,Y,,,,,,,调节阀/KE71_KE73_PN16.md,KE71_KE73_PN16,KE71 and KE73 PN16,1
KE73 Kvs 6.3 PN16,DN20,"4,777",3741067,调节阀,,Y,,,,,,,调节阀/KE71_KE73_PN16.md,KE71_KE73_PN16,KE71 and KE73 PN16,1
KE73 Kvs 10 PN16,DN25,"4,862",3742064,调节阀,,Y,,,,,,,调节阀/KE71_KE73_PN16.md,KE71_KE73_PN16,KE71 and KE73 PN16,1
KE73 Kvs 16 PN16,DN32,"5,848",3743064,调节阀,,Y,,,,,,,调节阀/KE71_KE73_PN16.md,KE71_KE73_PN16,KE71 and KE73 PN16,1
KE73 Kvs 25 PN16,DN40,"6,021",3744064,调节阀,,Y,,,,,,,调节阀/KE71_KE73_PN16.md,KE71_KE73_PN16,KE71 and KE73 PN16,1
KE73 Kvs 36 PN16,DN50,"6,624",3745064,调节阀,,Y,,,,,,,调节阀/KE71_KE73_PN16.md,KE71_KE73_PN16,KE71 and KE73 PN16,1
KE73 Kvs 63 PN16,DN65,"10,113",3746052,调节阀,,Y,,,,,,,调节阀/KE71_KE73_PN16.md,KE71_KE73_PN16,KE71 and KE73 PN16,1
KE73 Kvs 100 PN16,DN80,"12,174",3747065,调节阀,,Y,,,,,,,调节阀/KE71_KE73_PN16.md,KE71_KE73_PN16,KE71 and KE73 PN16,1
KE73 Kvs 160 PN16,DN100,"15,502",3748052,调节阀,,Y,,,,,,,调节阀/KE71_KE73_PN16.md,KE71_KE73_PN16,KE71 and KE73 PN16,1
KE73 PCSUSS.2 PN16 Kv4,DN15,"4,887",13800068,调节阀,,Y,,,,,,,调节阀/KE71_KE73_PN16.md,KE71_KE73_PN16,KE73 PN16 (PEEK軟閥座),2
KE73 PCSUSS.2 PN16 Kv6.3,DN20,"5,183",13800168,调节阀,,Y,,,,,,,调节阀/KE71_KE73_PN16.md,KE71_KE73_PN16,KE73 PN16 (PEEK軟閥座),2
KE73 PCSUSS.2 PN16 Kv10,DN25,"5,256",13800268,调节阀,,Y,,,,,,,调节阀/KE71_KE73_PN16.md,KE71_KE73_PN16,KE73 PN16 (PEEK軟閥座),2
KE73 PCSUSS.2 PN16 Kv16,DN32,"6,514",13800368,调节阀,,Y,,,,,,,调节阀/KE71_KE73_PN16.md,KE71_KE73_PN16,KE73 PN16 (PEEK軟閥座),2
KE73 PCSUSS.2 PN16 Kv25,DN40,"6,687",13800468,调节阀,,Y,,,,,,,调节阀/KE71_KE73_PN16.md,KE71_KE73_PN16,KE73 PN16 (PEEK軟閥座),2
KE73 PCSUSS.2 PN16 Kv36,DN50,"7,303",13800568,调节阀,,Y,,,,,,,调节阀/KE71_KE73_PN16.md,KE71_KE73_PN16,KE73 PN16 (PEEK軟閥座),2
KE73 PCSUSS.2 PN16 Kv63,DN65,"11,742",13800650,调节阀,,Y,,,,,,,调节阀/KE71_KE73_PN16.md,KE71_KE73_PN16,KE73 PN16 (PEEK軟閥座),2
KE73 PCSUSS.2 PN16 Kv100,DN80,"13,246",13800768,调节阀,,Y,,,,,,,调节阀/KE71_KE73_PN16.md,KE71_KE73_PN16,KE73 PN16 (PEEK軟閥座),2
KE73 PCSUSS.2 PN16 Kv160,DN100,"16,833",13800850,调节阀,,Y,,,,,,,调节阀/KE71_KE73_PN16.md,KE71_KE73_PN16,KE73 PN16 (PEEK軟閥座),2
KE73 PEEK PN25 + PN9126E +SP7 Pro+FR20A,DN15,"27,805",13800056+13579092+3440501+3440594+3 / 440001+3440002*2+540000001,调节阀,,N,,,,,29,,调节阀/KE73_PEEK气动PN25.md,KE73_PEEK气动PN25,KE73 PN25 (PEEK Seat) 數據表,1
KE73 PEEK PN25 + PN9126E +SP7 Pro+FR20A,DN20,"28,212",13800156+13579092+3440501+3440594+3 / 440001+3440002*2+540000001,调节阀,,N,,,,,22,,调节阀/KE73_PEEK气动PN25.md,KE73_PEEK气动PN25,KE73 PN25 (PEEK Seat) 數據表,1
KE73 PEEK PN25 + PN9123E + SP7 Pro+FR20A,DN20,"28,263",13800156+13579093+3440501+3440594+3 / 440001+3440002*2+540000001,调节阀,,N,,,,,61,,调节阀/KE73_PEEK气动PN25.md,KE73_PEEK气动PN25,KE73 PN25 (PEEK Seat) 數據表,1
KE73 PEEK PN25 + PN9123E +SP7 Pro+FR20A,DN25,"29,077",13800256+13579093+3440501+3440594+3 / 440001+3440002*2+540000001,调节阀,,N,,,,,39,,调节阀/KE73_PEEK气动PN25.md,KE73_PEEK气动PN25,KE73 PN25 (PEEK Seat) 數據表,1
KE73 PEEK PN25 + PN9123E +SP7 Pro+FR20A,DN32,"30,469",13800356+13579093+3440501+3440594+3 / 440001+3440002*2+540000001,调节阀,,N,,,,,30,,调节阀/KE73_PEEK气动PN25.md,KE73_PEEK气动PN25,KE73 PN25 (PEEK Seat) 數據表,1
KE73 PEEK PN25 + PN9226E + SP7 Pro+FR20A,DN40,"36,140",13800456+13579192+3440501+3440594+3 / 440001+3440002*2+540000001,调节阀,,N,,,,,23,,调节阀/KE73_PEEK气动PN25.md,KE73_PEEK气动PN25,KE73 PN25 (PEEK Seat) 數據表,1
KE73 PEEK PN25 + PN9226E +SP7 Pro+FR20A,DN50,"37,312",13800556+13579192+3440501+3440594+3 / 440001+3440002*2+540000001,调节阀,,N,,,,,16,,调节阀/KE73_PEEK气动PN25.md,KE73_PEEK气动PN25,KE73 PN25 (PEEK Seat) 數據表,1
KE73 PEEK PN25 + PN9233E +SP7 Pro+FR20A,DN65,"51,439",13800656+13441193+3440501+3440594+3 / 440001+3440002*2+540000001,调节阀,,N,,,,,20,,调节阀/KE73_PEEK气动PN25.md,KE73_PEEK气动PN25,KE73 PN25 (PEEK Seat) 數據表,1
KE73 PEEK PN25 + PN9337E +SP7 Pro+FR20A,DN80,"58,937",13800756+13579394+3440501+3440594+3 / 440001+3440002*2+540000001,调节阀,,N,,,,,34,,调节阀/KE73_PEEK气动PN25.md,KE73_PEEK气动PN25,KE73 PN25 (PEEK Seat) 數據表,1
KE73 PEEK PN25 + PN9337E +SP7 Pro+FR20A,DN100,"65,200",13800856+13579394+3440501+3440594+3 / 440001+3440002*2+540000001,调节阀,,N,,,,,21,,调节阀/KE73_PEEK气动PN25.md,KE73_PEEK气动PN25,KE73 PN25 (PEEK Seat) 數據表,1
KE73 PEEK PN16 + PN9126E + SP7 Pro+FR20A,DN15,"26,721",13800068+13579092+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/KE73_PN16_PEEK_气动.md,KE73_PN16_PEEK_气动,KE73 PN16(PEEK Seat) 價格與庫存表,1
KE73 PEEK PN16 + PN9126E + SP7 Pro+FR20A,DN20,"27,017",13800168+13579092+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/KE73_PN16_PEEK_气动.md,KE73_PN16_PEEK_气动,KE73 PN16(PEEK Seat) 價格與庫存表,1
KE73 PEEK PN16 + PN9126E + SP7 Pro+FR20A,DN25,"27,090",13800268+13579092+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/KE73_PN16_PEEK_气动.md,KE73_PN16_PEEK_气动,KE73 PN16(PEEK Seat) 價格與庫存表,1
KE73 PEEK PN16 + PN9123E + SP7 Pro+FR20A,DN25,"27,141",13800268+13579093+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/KE73_PN16_PEEK_气动.md,KE73_PN16_PEEK_气动,KE73 PN16(PEEK Seat) 價格與庫存表,1
KE73 PEEK PN16 + PN9123E + SP7 Pro+FR20A,DN32,"28,399",13800368+13579093+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/KE73_PN16_PEEK_气动.md,KE73_PN16_PEEK_气动,KE73 PN16(PEEK Seat) 價格與庫存表,1
KE73 PEEK PN16 + PN9123E + SP7 Pro+FR20A,DN40,"28,572",13800468+13579093+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/KE73_PN16_PEEK_气动.md,KE73_PN16_PEEK_气动,KE73 PN16(PEEK Seat) 價格與庫存表,1
KE73 PEEK PN16 + PN9226E + SP7 Pro+FR20A,DN50,"34,352",13800568+13579192+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/KE73_PN16_PEEK_气动.md,KE73_PN16_PEEK_气动,KE73 PN16(PEEK Seat) 價格與庫存表,1
KE73 PEEK PN16 + PN9233E + SP7 Pro+FR20A,DN65,"40,072",13800650+13441193+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/KE73_PN16_PEEK_气动.md,KE73_PN16_PEEK_气动,KE73 PN16(PEEK Seat) 價格與庫存表,1
KE73 PEEK PN16 + PN9233E + SP7 Pro+FR20A,DN80,"41,576",13800768+13441193+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/KE73_PN16_PEEK_气动.md,KE73_PN16_PEEK_气动,KE73 PN16(PEEK Seat) 價格與庫存表,1
KE73 PEEK PN16 + PN9233E + SP7 Pro+FR20A,DN100,"45,163",13800850+13441193+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/KE73_PN16_PEEK_气动.md,KE73_PN16_PEEK_气动,KE73 PN16(PEEK Seat) 價格與庫存表,1
KE73 PEEK PN16 + PN9337E + SP7 Pro+FR20A,DN100,"50,614",13800850+13579394+3440501+3440594+3440001+3440002*2+540000001,调节阀,,Y,,,,,,,调节阀/KE73_PN16_PEEK_气动.md,KE73_PN16_PEEK_气动,KE73 PN16(PEEK Seat) 價格與庫存表,1
KE73 Kvs 4.0 PN25,DN15,"5,564",3740056,调节阀,,Y,,,,,,,调节阀/KE73_PN25_KE43_PN40.md,KE73_PN25_KE43_PN40,KE73 (PN25),1
KE73 Kvs 6.3 PN25,DN20,"5,971",3741056,调节阀,,Y,,,,,,,调节阀/KE73_PN25_KE43_PN40.md,KE73_PN25_KE43_PN40,KE73 (PN25),1
KE73 Kvs 10 PN25,DN25,"6,809",3742056,调节阀,,Y,,,,,,,调节阀/KE73_PN25_KE43_PN40.md,KE73_PN25_KE43_PN40,KE73 (PN25),1
KE73 Kvs 16 PN25,DN32,"7,908",3743056,调节阀,,N,,,,,,,调节阀/KE73_PN25_KE43_PN40.md,KE73_PN25_KE43_PN40,KE73 (PN25),1
KE73 Kvs 25 PN25,DN40,"8,413",3744056,调节阀,,Y,,,,,,,调节阀/KE73_PN25_KE43_PN40.md,KE73_PN25_KE43_PN40,KE73 (PN25),1
KE73 Kvs 36 PN25,DN50,"9,584",3745056,调节阀,,Y,,,,,,,调节阀/KE73_PN25_KE43_PN40.md,KE73_PN25_KE43_PN40,KE73 (PN25),1
KE73 Kvs 63 PN25,DN65,"22,023",3746056,调节阀,,Y,,,,,,,调节阀/KE73_PN25_KE43_PN40.md,KE73_PN25_KE43_PN40,KE73 (PN25),1
KE73 Kvs 100 PN25,DN80,"24,082",3747056,调节阀,,Y,,,,,,,调节阀/KE73_PN25_KE43_PN40.md,KE73_PN25_KE43_PN40,KE73 (PN25),1
KE73 Kvs 160 PN25,DN100,"30,348",3748056,调节阀,,Y,,,,,,,调节阀/KE73_PN25_KE43_PN40.md,KE73_PN25_KE43_PN40,KE73 (PN25),1
KE73 PTSBSS.2 Kv245 PN25,DN125,"60,403",3780754,调节阀,,Y,,,,,,,调节阀/KE73_PN25_KE43_PN40.md,KE73_PN25_KE43_PN40,KE73 (PN25),1
KE43 Kvs 4.0 PN40,DN15,"7,192",13740156,调节阀,,N,,,,,,,调节阀/KE73_PN25_KE43_PN40.md,KE73_PN25_KE43_PN40,KE43 (PN40),2
KE43 Kvs 6.3 PN40,DN20,"7,758",13741156,调节阀,,N,,,,,,,调节阀/KE73_PN25_KE43_PN40.md,KE73_PN25_KE43_PN40,KE43 (PN40),2
KE43 Kvs 10 PN40,DN25,"8,623",13742156,调节阀,,N,,,,,,,调节阀/KE73_PN25_KE43_PN40.md,KE73_PN25_KE43_PN40,KE43 (PN40),2
KE43 Kvs 16 PN40,DN32,"10,226",13743156,调节阀,,N,,,,,,,调节阀/KE73_PN25_KE43_PN40.md,KE73_PN25_KE43_PN40,KE43 (PN40),2
KE43 Kvs 25 PN40,DN40,"11,150",13744156,调节阀,,N,,,,,,,调节阀/KE73_PN25_KE43_PN40.md,KE73_PN25_KE43_PN40,KE43 (PN40),2
KE43 Kvs 36 PN40,DN50,"12,125",13745156,调节阀,,N,,,,,,,调节阀/KE73_PN25_KE43_PN40.md,KE73_PN25_KE43_PN40,KE43 (PN40),2
KE43 Kvs 63 PN40,DN65,"24,133",13746156,调节阀,,N,,,,,,,调节阀/KE73_PN25_KE43_PN40.md,KE73_PN25_KE43_PN40,KE43 (PN40),2
KE43 Kvs 100 PN40,DN80,"28,731",13747156,调节阀,,N,,,,,,,调节阀/KE73_PN25_KE43_PN40.md,KE73_PN25_KE43_PN40,KE43 (PN40),2
KE43 Kvs 160 PN40,DN100,"36,967",13748156,调节阀,,N,,,,,,,调节阀/KE73_PN25_KE43_PN40.md,KE73_PN25_KE43_PN40,KE43 (PN40),2
KE43 PTSBSS.2 Kv245 PN40,DN125,"91,367",3780759,调节阀,,N,,,,,,,调节阀/KE73_PN25_KE43_PN40.md,KE73_PN25_KE43_PN40,KE43 (PN40),2
